source_sheet,sector,trading_date,open,high,low,close,volume
DSE-2013,GREENDELMF,2013-05-05,5.3,5.3,5.2,5.2,190000
DSE-2013,GREENDELMF,2013-06-05,5.3,5.3,5.1,5.1,149000
DSE-2013,GREENDELMF,2013-07-05,5.2,5.4,5.2,5.3,192000
DSE-2013,GREENDELMF,2013-08-05,5.4,5.6,5.3,5.3,511000
DSE-2013,GREENDELMF,2013-09-05,5.3,5.5,5.2,5.4,158000
DSE-2013,GREENDELMF,2013-12-05,5.4,5.7,5.4,5.6,574000
DSE-2013,GREENDELMF,2013-05-13,5.6,5.7,5.5,5.6,559500
DSE-2013,GREENDELMF,2013-05-14,5.7,6.1,5.7,6.1,835000
DSE-2013,GREENDELMF,2013-05-15,6.5,6.5,5.8,5.8,900000
DSE-2013,GREENDELMF,2013-05-16,5.8,6.3,5.8,6.2,977000
DSE-2013,GREENDELMF,2013-05-19,6.3,6.6,6.2,6.3,892500
DSE-2013,GREENDELMF,2013-05-20,6.2,6.5,6.2,6.2,1005500
DSE-2013,GREENDELMF,2013-05-21,6.2,6.3,6.1,6.1,527000
DSE-2013,GREENDELMF,2013-05-22,6.1,6.2,6.0,6.0,540000
DSE-2013,GREENDELMF,2013-05-26,6.1,6.1,5.7,5.7,635500
DSE-2013,GREENDELMF,2013-05-27,5.8,6.1,5.8,5.9,155500
DSE-2013,GREENDELMF,2013-05-28,6.1,6.3,6.0,6.2,849000
DSE-2013,GREENDELMF,2013-05-29,6.2,6.4,6.2,6.2,575000
DSE-2013,GREENDELMF,2013-05-30,6.4,6.4,6.2,6.3,615500
DSE-2013,GREENDELMF,2013-02-06,6.5,6.7,6.4,6.6,710500
DSE-2013,GREENDELMF,2013-03-06,6.8,6.8,6.5,6.6,561500
DSE-2013,GREENDELMF,2013-04-06,6.7,6.7,6.4,6.4,436500
DSE-2013,GREENDELMF,2013-05-06,6.4,6.6,6.4,6.5,307000
DSE-2013,GREENDELMF,2013-06-06,6.6,6.7,6.4,6.4,598500
DSE-2013,GREENDELMF,2013-09-06,6.6,6.9,6.2,6.2,731000
DSE-2013,GREENDELMF,2013-10-06,6.5,6.8,6.3,6.6,1071000
DSE-2013,GREENDELMF,2013-11-06,6.7,7.0,6.7,6.7,1941500
DSE-2013,GREENDELMF,2013-12-06,6.8,6.8,6.5,6.5,426000
DSE-2013,GREENDELMF,2013-06-13,6.4,6.7,6.4,6.6,571500
DSE-2013,GREENDELMF,2013-06-16,6.7,6.8,6.6,6.7,694000
DSE-2013,GREENDELMF,2013-06-17,6.6,6.8,6.5,6.5,700000
DSE-2013,GREENDELMF,2013-06-18,6.7,7.1,6.6,7.1,2765000
DSE-2013,GREENDELMF,2013-06-19,7.2,7.5,7.0,7.1,1367000
DSE-2013,GREENDELMF,2013-06-20,7.1,7.2,6.8,6.8,527000
DSE-2013,GREENDELMF,2013-06-23,6.9,7.0,6.5,6.5,511500
DSE-2013,GREENDELMF,2013-06-24,6.5,6.6,6.3,6.3,505000
DSE-2013,GREENDELMF,2013-06-26,6.7,6.7,6.4,6.6,535000
DSE-2013,GREENDELMF,2013-06-27,6.5,6.6,6.4,6.4,197500
DSE-2013,GREENDELMF,2013-06-30,6.4,6.5,5.9,6.1,869500
DSE-2013,GREENDELMF,2013-02-07,6.3,6.6,6.2,6.5,387000
DSE-2013,GREENDELMF,2013-03-07,6.7,6.7,6.2,6.3,620500
DSE-2013,GREENDELMF,2013-04-07,6.4,6.5,6.2,6.2,871000
DSE-2013,GREENDELMF,2013-07-07,6.5,6.8,6.4,6.7,1106500
DSE-2013,GREENDELMF,2013-08-07,6.9,7.2,6.5,6.7,736500
DSE-2013,GREENDELMF,2013-09-07,6.7,6.7,6.2,6.4,854000
DSE-2013,GREENDELMF,2013-10-07,6.6,6.7,6.5,6.5,550500
DSE-2013,GREENDELMF,2013-11-07,6.8,6.8,6.4,6.4,411000
DSE-2013,GREENDELMF,2013-07-14,6.4,6.8,6.3,6.3,470000
DSE-2013,GREENDELMF,2013-07-15,6.8,6.8,6.2,6.3,309500
DSE-2013,GREENDELMF,2013-07-16,6.4,6.6,6.4,6.4,685000
DSE-2013,GREENDELMF,2013-07-17,6.3,6.5,6.2,6.2,541500
DSE-2013,GREENDELMF,2013-07-18,6.2,6.4,6.0,6.1,488500
DSE-2013,GREENDELMF,2013-07-21,6.2,6.3,6.0,6.1,439000
DSE-2013,GREENDELMF,2013-07-22,6.3,6.3,6.0,6.0,193000
DSE-2013,GREENDELMF,2013-07-23,5.9,6.2,5.8,5.8,204000
DSE-2013,GREENDELMF,2013-07-24,6.0,6.3,5.9,6.3,243500
DSE-2013,GREENDELMF,2013-07-25,6.5,6.9,6.2,6.2,988500
DSE-2013,GREENDELMF,2013-07-28,6.1,6.2,5.9,5.9,89000
DSE-2013,GREENDELMF,2013-07-29,5.8,6.2,5.8,6.0,54000
DSE-2013,GREENDELMF,2013-07-30,6.0,6.1,5.8,5.8,536500
DSE-2013,GREENDELMF,2013-07-31,5.8,6.0,5.8,5.8,108500
DSE-2013,GREENDELMF,2013-01-08,5.7,5.9,5.6,5.7,334000
DSE-2013,GREENDELMF,2013-04-08,5.0,5.6,5.0,5.4,440500
DSE-2013,GREENDELMF,2013-05-08,5.5,5.7,5.5,5.5,66500
DSE-2013,GREENDELMF,2013-12-08,5.3,5.5,5.3,5.3,113500
DSE-2013,GREENDELMF,2013-08-13,5.4,5.5,5.3,5.3,158000
DSE-2013,GREENDELMF,2013-08-14,5.2,5.5,5.1,5.3,502000
DSE-2013,GREENDELMF,2013-08-18,5.2,5.4,5.1,5.2,477500
DSE-2013,GREENDELMF,2013-08-19,5.2,5.5,5.2,5.2,470000
DSE-2013,GREENDELMF,2013-08-20,5.2,5.4,5.2,5.3,423500
DSE-2013,GREENDELMF,2013-08-21,5.3,5.4,5.3,5.3,122000
DSE-2013,GREENDELMF,2013-08-22,5.3,5.5,5.2,5.4,432500
DSE-2013,GREENDELMF,2013-08-25,5.4,5.6,5.4,5.4,423500
DSE-2013,GREENDELMF,2013-08-26,5.4,5.6,5.4,5.4,479000
DSE-2013,GREENDELMF,2013-08-27,5.5,5.6,5.4,5.4,494000
DSE-2013,GREENDELMF,2013-08-29,5.4,5.5,5.3,5.3,162500
DSE-2013,GREENDELMF,2013-01-09,5.3,5.5,5.3,5.3,111000
DSE-2013,GREENDELMF,2013-02-09,5.3,5.4,5.2,5.3,169000
DSE-2013,GREENDELMF,2013-03-09,5.3,5.4,5.2,5.2,214000
DSE-2013,GREENDELMF,2013-04-09,5.2,5.4,5.2,5.3,618500
DSE-2013,GREENDELMF,2013-05-09,5.2,5.3,5.2,5.2,187000
DSE-2013,GREENDELMF,2013-08-09,5.2,5.3,5.1,5.1,82500
DSE-2013,GREENDELMF,2013-09-09,5.2,5.2,5.1,5.1,54500
DSE-2013,GREENDELMF,2013-10-09,5.1,5.2,5.1,5.1,234500
DSE-2013,GREENDELMF,2013-11-09,5.2,5.5,5.1,5.1,670500
DSE-2013,GREENDELMF,2013-12-09,5.3,5.3,5.1,5.1,99000
DSE-2013,GREENDELMF,2013-09-15,5.1,5.3,5.1,5.1,118500
DSE-2013,GREENDELMF,2013-09-16,5.2,5.2,5.1,5.1,136000
DSE-2013,GREENDELMF,2013-09-17,5.2,5.2,5.0,5.0,331500
DSE-2013,GREENDELMF,2013-09-18,5.0,5.2,5.0,5.1,295000
DSE-2013,GREENDELMF,2013-09-19,5.1,5.3,5.1,5.2,228000
DSE-2013,GREENDELMF,2013-09-22,5.2,5.3,5.1,5.1,112000
DSE-2013,GREENDELMF,2013-09-23,5.2,5.2,5.1,5.1,157500
DSE-2013,GREENDELMF,2013-09-24,5.1,5.1,5.0,5.0,169500
DSE-2013,GREENDELMF,2013-09-25,5.0,5.1,4.9,5.0,218500
DSE-2013,GREENDELMF,2013-09-26,5.0,5.2,5.0,5.1,110500
DSE-2013,GREENDELMF,2013-09-29,5.1,5.5,5.1,5.3,1000500
DSE-2013,GREENDELMF,2013-09-30,5.3,5.3,5.1,5.1,767500
DSE-2013,GREENDELMF,2013-01-10,5.2,5.3,5.1,5.2,142000
DSE-2013,GREENDELMF,2013-02-10,5.3,5.4,5.2,5.2,157500
DSE-2013,GREENDELMF,2013-03-10,5.3,5.3,5.1,5.2,157000
DSE-2013,GREENDELMF,2013-06-10,5.2,5.2,5.1,5.1,231000
DSE-2013,GREENDELMF,2013-07-10,5.2,5.2,4.9,5.0,754500
DSE-2013,GREENDELMF,2013-08-10,5.1,5.1,5.0,5.0,179000
DSE-2013,GREENDELMF,2013-09-10,5.1,5.1,5.0,5.0,148500
DSE-2013,GREENDELMF,2013-10-10,5.0,5.1,5.0,5.0,218500
DSE-2013,GREENDELMF,2013-10-20,5.0,5.0,5.0,5.0,81000
DSE-2013,GREENDELMF,2013-10-21,5.0,5.0,4.9,4.9,433000
DSE-2013,GREENDELMF,2013-10-22,5.0,5.1,5.0,5.0,111500
DSE-2013,GREENDELMF,2013-10-23,5.1,5.1,5.0,5.0,250000
DSE-2013,GREENDELMF,2013-10-24,5.1,5.1,5.0,5.0,258500
DSE-2013,GREENDELMF,2013-10-27,5.0,5.1,4.9,5.0,169000
DSE-2013,GREENDELMF,2013-10-28,5.1,5.2,5.1,5.1,133000
DSE-2013,GREENDELMF,2013-10-29,5.1,5.2,5.0,5.1,260000
DSE-2013,GREENDELMF,2013-10-30,5.1,5.3,5.1,5.1,145000
DSE-2013,GREENDELMF,2013-10-31,5.2,5.3,5.1,5.2,245000
DSE-2013,GREENDELMF,2013-03-11,5.2,5.2,5.1,5.1,359500
DSE-2013,GREENDELMF,2013-04-11,5.1,5.3,5.1,5.1,282500
DSE-2013,GREENDELMF,2013-05-11,5.3,5.4,5.2,5.3,325500
DSE-2013,GREENDELMF,2013-06-11,5.3,5.3,5.2,5.2,212000
DSE-2013,GREENDELMF,2013-07-11,5.3,5.6,5.3,5.5,403500
DSE-2013,GREENDELMF,2013-10-11,5.5,5.6,5.4,5.5,895000
DSE-2013,GREENDELMF,2013-11-11,5.6,5.9,5.6,5.7,676000
DSE-2013,GREENDELMF,2013-12-11,5.9,5.9,5.6,5.6,432500
DSE-2013,GREENDELMF,2013-11-13,5.6,5.7,5.5,5.6,516000
DSE-2013,GREENDELMF,2013-11-14,5.6,5.8,5.5,5.6,514500
DSE-2013,GREENDELMF,2013-11-17,5.5,5.7,5.5,5.6,326000
DSE-2013,GREENDELMF,2013-11-18,5.7,5.7,5.4,5.5,798500
DSE-2013,GREENDELMF,2013-11-19,5.5,5.8,5.5,5.5,1185500
DSE-2013,GREENDELMF,2013-11-20,5.7,5.9,5.7,5.8,1300500
DSE-2013,GREENDELMF,2013-11-21,5.7,5.9,5.7,5.7,811000
DSE-2013,GREENDELMF,2013-11-24,5.7,5.8,5.6,5.6,351000
DSE-2013,GREENDELMF,2013-11-25,5.7,5.7,5.6,5.6,125000
DSE-2013,GREENDELMF,2013-11-26,5.5,5.6,5.4,5.4,491000
DSE-2013,GREENDELMF,2013-11-27,5.5,5.5,5.4,5.4,264000
DSE-2013,GREENDELMF,2013-11-28,5.4,5.5,5.3,5.3,70000
DSE-2013,GREENDELMF,2013-01-12,5.4,5.4,5.3,5.3,20000
DSE-2013,GREENDELMF,2013-02-12,5.3,5.4,5.3,5.3,198000
DSE-2013,GREENDELMF,2013-03-12,5.4,5.5,5.4,5.4,131000
DSE-2013,GREENDELMF,2013-04-12,5.5,5.6,5.4,5.5,214000
DSE-2013,GREENDELMF,2013-05-12,5.5,5.5,5.4,5.4,84500
DSE-2013,GREENDELMF,2013-08-12,5.3,5.5,5.3,5.3,159500
DSE-2013,GREENDELMF,2013-09-12,5.4,5.5,5.4,5.4,136500
DSE-2013,GREENDELMF,2013-10-12,5.4,5.6,5.4,5.5,179000
DSE-2013,GREENDELMF,2013-11-12,5.6,5.6,5.4,5.5,265500
DSE-2013,GREENDELMF,2013-12-12,5.5,5.5,5.3,5.3,181500
DSE-2013,GREENDELMF,2013-12-15,5.4,5.5,5.3,5.3,114000
DSE-2013,GREENDELMF,2013-12-17,5.5,5.6,5.3,5.5,168000
DSE-2013,GREENDELMF,2013-12-18,5.4,5.6,5.4,5.4,129500
DSE-2013,GREENDELMF,2013-12-19,5.4,5.5,5.3,5.4,81500
DSE-2013,GREENDELMF,2013-12-22,5.4,5.6,5.4,5.4,314500
DSE-2013,GREENDELMF,2013-12-23,5.5,5.5,5.4,5.4,273000
DSE-2013,GREENDELMF,2013-12-24,5.3,5.4,5.3,5.3,14500
DSE-2013,GREENDELMF,2013-12-26,5.3,5.5,5.3,5.3,118000
DSE-2013,GREENDELMF,2013-12-29,5.3,5.4,5.3,5.3,79500
DSE-2013,GREENDELMF,2013-12-30,5.3,5.4,5.3,5.3,23500
DSE-2013,IFILISLMF1,2013-01-01,6.2,6.3,6.1,6.1,141000
DSE-2013,IFILISLMF1,2013-02-01,6.2,6.2,6.0,6.1,449000
DSE-2013,IFILISLMF1,2013-03-01,6.3,6.7,6.2,6.6,1563500
DSE-2013,IFILISLMF1,2013-06-01,6.6,6.9,6.6,6.6,774000
DSE-2013,IFILISLMF1,2013-07-01,6.6,6.6,6.4,6.4,252000
DSE-2013,IFILISLMF1,2013-08-01,6.5,6.7,6.4,6.4,321500
DSE-2013,IFILISLMF1,2013-09-01,7.0,7.0,6.6,6.6,1531500
DSE-2013,IFILISLMF1,2013-10-01,6.6,6.6,6.3,6.3,414000
DSE-2013,IFILISLMF1,2013-01-13,6.4,6.4,6.2,6.2,222000
DSE-2013,IFILISLMF1,2013-01-14,6.2,6.3,6.2,6.2,195000
DSE-2013,IFILISLMF1,2013-01-15,6.3,6.4,6.2,6.3,147000
DSE-2013,IFILISLMF1,2013-01-16,6.3,6.4,6.2,6.3,139500
DSE-2013,IFILISLMF1,2013-01-17,6.3,6.4,6.2,6.2,279000
DSE-2013,IFILISLMF1,2013-01-20,6.2,6.3,6.2,6.2,230500
DSE-2013,IFILISLMF1,2013-01-21,6.2,6.3,6.2,6.2,118000
DSE-2013,IFILISLMF1,2013-01-22,6.2,6.2,6.1,6.1,756500
DSE-2013,IFILISLMF1,2013-01-23,6.2,6.2,6.0,6.0,426500
DSE-2013,IFILISLMF1,2013-01-24,6.1,6.1,6.0,6.0,430500
DSE-2013,IFILISLMF1,2013-01-27,6.1,6.2,6.0,6.0,311000
DSE-2013,IFILISLMF1,2013-01-28,6.0,6.1,5.9,5.9,306000
DSE-2013,IFILISLMF1,2013-01-29,6.0,6.1,5.9,6.0,573000
DSE-2013,IFILISLMF1,2013-01-30,6.0,6.1,5.9,6.0,172000
DSE-2013,IFILISLMF1,2013-01-31,6.0,6.0,5.9,5.9,263000
DSE-2013,IFILISLMF1,2013-03-02,6.0,6.1,5.9,5.9,296000
DSE-2013,IFILISLMF1,2013-04-02,5.9,6.0,5.8,5.8,416500
DSE-2013,IFILISLMF1,2013-05-02,5.8,6.0,5.8,5.9,177500
DSE-2013,IFILISLMF1,2013-06-02,6.0,6.0,5.9,5.9,381500
DSE-2013,IFILISLMF1,2013-07-02,6.0,6.1,5.9,5.9,296500
DSE-2013,IFILISLMF1,2013-10-02,5.9,6.1,5.9,5.9,595500
DSE-2013,IFILISLMF1,2013-11-02,6.1,6.1,5.9,5.9,584000
DSE-2013,IFILISLMF1,2013-12-02,6.0,6.1,5.9,5.9,329000
DSE-2013,IFILISLMF1,2013-02-13,5.9,6.0,5.8,5.8,382500
DSE-2013,IFILISLMF1,2013-02-14,5.8,5.9,5.8,5.8,607000
DSE-2013,IFILISLMF1,2013-02-17,5.9,5.9,5.7,5.7,688000
DSE-2013,IFILISLMF1,2013-02-18,5.8,5.9,5.6,5.6,401000
DSE-2013,IFILISLMF1,2013-02-19,5.6,5.7,5.4,5.5,456500
DSE-2013,IFILISLMF1,2013-02-20,5.6,5.6,5.4,5.4,363500
DSE-2013,IFILISLMF1,2013-02-24,5.4,5.4,5.2,5.2,193000
DSE-2013,IFILISLMF1,2013-02-25,5.3,5.3,5.1,5.1,228500
DSE-2013,IFILISLMF1,2013-02-26,5.2,5.3,5.1,5.1,316500
DSE-2013,IFILISLMF1,2013-02-27,5.2,5.2,5.0,5.0,407000
DSE-2013,IFILISLMF1,2013-02-28,5.0,5.1,4.9,5.0,126500
DSE-2013,IFILISLMF1,2013-03-03,4.9,5.0,4.6,4.6,519000
DSE-2013,IFILISLMF1,2013-04-03,4.7,5.0,4.7,4.9,334500
DSE-2013,IFILISLMF1,2013-05-03,4.9,5.0,4.8,4.8,205000
DSE-2013,IFILISLMF1,2013-06-03,4.9,5.0,4.8,4.8,212500
DSE-2013,IFILISLMF1,2013-07-03,4.8,4.9,4.7,4.8,188500
DSE-2013,IFILISLMF1,2013-10-03,4.8,4.9,4.7,4.7,262500
DSE-2013,IFILISLMF1,2013-11-03,4.7,4.8,4.6,4.7,339500
DSE-2013,IFILISLMF1,2013-12-03,4.7,4.9,4.6,4.8,890000
DSE-2013,IFILISLMF1,2013-03-13,4.8,4.9,4.8,4.8,138500
DSE-2013,IFILISLMF1,2013-03-14,4.8,4.8,4.7,4.7,175000
DSE-2013,IFILISLMF1,2013-03-18,4.7,4.9,4.7,4.8,269000
DSE-2013,IFILISLMF1,2013-03-19,4.8,4.8,4.7,4.7,636000
DSE-2013,IFILISLMF1,2013-03-20,4.7,4.8,4.7,4.7,328500
DSE-2013,IFILISLMF1,2013-03-24,4.7,4.7,4.6,4.6,97500
DSE-2013,IFILISLMF1,2013-03-25,4.7,4.7,4.6,4.6,252000
DSE-2013,IFILISLMF1,2013-03-27,4.6,4.6,4.5,4.5,263000
DSE-2013,IFILISLMF1,2013-03-28,4.5,4.6,4.5,4.5,217500
DSE-2013,IFILISLMF1,2013-03-31,4.5,4.5,4.4,4.4,287000
DSE-2013,IFILISLMF1,2013-01-04,4.4,4.4,4.3,4.3,154500
DSE-2013,IFILISLMF1,2013-02-04,4.4,4.5,4.3,4.4,339500
DSE-2013,IFILISLMF1,2013-03-04,4.4,4.5,4.4,4.4,169500
DSE-2013,IFILISLMF1,2013-04-04,4.4,4.5,4.4,4.4,222000
DSE-2013,IFILISLMF1,2013-07-04,4.5,4.8,4.4,4.6,662000
DSE-2013,IFILISLMF1,2013-08-04,4.6,5.0,4.6,5.0,1171000
DSE-2013,IFILISLMF1,2013-09-04,5.0,5.4,4.9,5.1,638500
DSE-2013,IFILISLMF1,2013-10-04,5.2,5.4,5.0,5.2,735500
DSE-2013,IFILISLMF1,2013-11-04,5.2,5.4,5.1,5.3,763500
DSE-2013,IFILISLMF1,2013-04-15,5.3,5.4,5.1,5.1,343500
DSE-2013,IFILISLMF1,2013-04-16,5.2,5.2,4.8,4.8,460000
DSE-2013,IFILISLMF1,2013-04-17,4.9,5.2,4.7,5.1,639000
DSE-2013,IFILISLMF1,2013-04-18,5.3,5.5,5.3,5.3,877000
DSE-2013,IFILISLMF1,2013-04-21,5.3,5.3,5.0,5.0,365000
DSE-2013,IFILISLMF1,2013-04-22,5.0,5.2,5.0,5.1,499500
DSE-2013,IFILISLMF1,2013-04-23,5.1,5.2,5.1,5.1,305500
DSE-2013,IFILISLMF1,2013-04-24,5.2,5.2,5.0,5.0,361000
DSE-2013,IFILISLMF1,2013-04-25,5.1,5.1,4.9,4.9,222000
DSE-2013,IFILISLMF1,2013-04-28,4.9,4.9,4.8,4.8,287500
DSE-2013,IFILISLMF1,2013-04-29,4.9,4.9,4.7,4.8,267500
DSE-2013,IFILISLMF1,2013-04-30,4.9,4.9,4.8,4.8,280500
DSE-2013,IFILISLMF1,2013-02-05,4.8,5.0,4.8,4.8,557500
DSE-2013,IFILISLMF1,2013-05-05,4.9,4.9,4.8,4.8,173500
DSE-2013,IFILISLMF1,2013-06-05,4.8,4.9,4.8,4.8,122500
DSE-2013,IFILISLMF1,2013-07-05,4.9,5.1,4.8,4.9,357000
DSE-2013,IFILISLMF1,2013-08-05,5.0,5.3,5.0,5.1,908500
DSE-2013,IFILISLMF1,2013-09-05,5.0,5.2,5.0,5.1,352500
DSE-2013,IFILISLMF1,2013-12-05,5.2,5.4,5.1,5.2,574000
DSE-2013,IFILISLMF1,2013-05-13,5.3,5.4,5.2,5.3,442500
DSE-2013,IFILISLMF1,2013-05-14,5.4,5.8,5.3,5.8,1643500
DSE-2013,IFILISLMF1,2013-05-15,6.0,6.0,5.5,5.6,770000
DSE-2013,IFILISLMF1,2013-05-16,5.6,5.9,5.5,5.8,2347500
DSE-2013,IFILISLMF1,2013-05-19,5.9,6.1,5.9,5.9,1209000
DSE-2013,IFILISLMF1,2013-05-20,6.0,6.1,5.9,5.9,901500
DSE-2013,IFILISLMF1,2013-05-21,5.9,6.0,5.7,5.7,472500
DSE-2013,IFILISLMF1,2013-05-22,5.8,5.9,5.6,5.6,796500
DSE-2013,IFILISLMF1,2013-05-26,5.7,5.8,5.4,5.4,367500
DSE-2013,IFILISLMF1,2013-05-27,5.5,5.7,5.4,5.6,403500
DSE-2013,IFILISLMF1,2013-05-28,5.7,5.9,5.6,5.8,643500
DSE-2013,IFILISLMF1,2013-05-29,5.9,6.0,5.8,5.9,696000
DSE-2013,IFILISLMF1,2013-05-30,6.0,6.0,5.8,5.9,786500
DSE-2013,IFILISLMF1,2013-02-06,6.0,6.4,6.0,6.3,1956500
DSE-2013,IFILISLMF1,2013-03-06,6.5,6.7,6.2,6.4,1044500
DSE-2013,IFILISLMF1,2013-04-06,6.5,6.5,6.1,6.2,1407000
DSE-2013,IFILISLMF1,2013-05-06,6.2,6.4,6.1,6.2,742000
DSE-2013,IFILISLMF1,2013-06-06,6.3,6.4,6.0,6.1,959500
DSE-2013,IFILISLMF1,2013-09-06,6.3,6.5,5.9,5.9,1070000
DSE-2013,IFILISLMF1,2013-10-06,6.0,6.3,6.0,6.2,970500
DSE-2013,IFILISLMF1,2013-11-06,6.3,6.4,6.2,6.2,731500
DSE-2013,IFILISLMF1,2013-12-06,6.3,6.4,6.0,6.0,771500
DSE-2013,IFILISLMF1,2013-06-13,6.1,6.1,5.9,6.0,815000
DSE-2013,IFILISLMF1,2013-06-16,6.1,6.2,6.0,6.0,749000
